### SETTING ##########################################

row_id,USERID,TIMESTAMP,gender,currentRoutine,DOB,name,length,mass,dbversion,vibration,alarm,timer,sets,targetrep,age,zonedifference,location,use_location,screenon,auto_lock,lastlogs,preloadreps,exp_level,fit_goal,audio_reminder,audio_exercise_tips,audio_personal_tips
85232628,10669995,"2023-05-04 02:59:14",M,1670140732,1974-06-17,," inches"," lbs",,,,60,3,10,0,-7,,0,1,1,0,0,0,0,0,0,0


######################################################

### PROFILE ##########################################

row_id,USERID,TIMESTAMP,_id,mydate,weight,fatpercent,chest,arms,waist,calves,height,hips,thighs,shoulders,neck,forearms,logTime
129926930,10669995,"2022-12-13 17:41:44",1,2022-12-04,0,0,0,0,0,0,69,0,0,0,0,0,0
129926931,10669995,"2022-12-13 17:41:44",2,2022-12-04,219,0,0,0,0,0,69,0,0,0,0,0,0
130676529,10669995,"2022-12-16 01:10:09",100000,2022-12-16,0,0,0,0,0,0,0,0,0,0,0,0,1671177600


######################################################

### ROUTINES #########################################

row_id,USERID,TIMESTAMP,_id,name,difficulty,focus,dayaweek,description,daytype,tags,rdb_id,bannerCode
46281678,10669995,"2023-04-07 03:01:52",1,"MonsterGains Mash",0,0,4,"Enter your routine description",0," ",0,

row_id,USERID,TIMESTAMP,package,_id,name,day,dayIndex,interval_mode,rest_day
230086397,10669995,"2023-04-07 03:01:52",1,3,Chest/Arms/Back,8,8,0,0

row_id,USERID,TIMESTAMP,package,_id,name,day,dayIndex,interval_mode,rest_day
222922529,10669995,"2022-12-13 17:41:44",1670140731,1670140731,"Workout 1: Strength Machine",8,1,0,0

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit
2574798281,10669995,"2022-12-13 17:41:44",1,0,1670140731,86,1670140731,,2,60,0x0,0,100,"10,8",0,0,0,sec

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit
2574798282,10669995,"2022-12-13 17:41:44",1,0,1670140732,87,1670140731,,2,60,0x0,0,100,"10,8",0,0,0,sec

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit
2574798283,10669995,"2022-12-13 17:41:44",1,0,1670140733,187,1670140731,,2,60,0x0,0,100,"10,8",0,0,0,sec

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit
2574798284,10669995,"2022-12-13 17:41:44",1,0,1670140734,21,1670140731,,4,60,0x0,0,100,10,0,0,0,sec

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit
2574798285,10669995,"2022-12-13 17:41:44",1,0,1670140735,92,1670140731,,3,60,0x0,0,100,10,0,0,0,sec

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit
2574798286,10669995,"2022-12-13 17:41:44",1,0,1670140736,1270,1670140731,,4,60,0x0,0,100,10,0,0,0,sec

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit
2574798287,10669995,"2022-12-13 17:41:44",1,0,1670140737,852,1670140731,,3,60,0x0,0,100,10,0,0,0,sec

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit
2574798288,10669995,"2022-12-13 17:41:44",1,0,1670140738,45,1670140731,,3,60,0x0,0,100,10,0,0,0,sec


row_id,USERID,TIMESTAMP,package,_id,name,day,dayIndex,interval_mode,rest_day
222922530,10669995,"2022-12-13 17:41:44",1670140731,1670140732,"Workout 2: Free Weights",8,2,0,0

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit
2574798289,10669995,"2022-12-13 17:41:44",1,0,1670140739,90,1670140732,,3,60,0x0,0,100,10,0,0,0,sec

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit
2574798290,10669995,"2022-12-13 17:41:44",1,0,1670140740,1042,1670140732,,3,60,0x0,0,100,10,0,0,0,sec

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit
2574798291,10669995,"2022-12-13 17:41:44",1,0,1670140741,9,1670140732,,3,60,0x0,0,100,10,0,0,0,sec

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit
2574798292,10669995,"2022-12-13 17:41:44",1,0,1670140742,2,1670140732,,3,60,0x0,0,100,10,0,0,0,sec

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit
2574798293,10669995,"2022-12-13 17:41:44",1,0,1670140743,8,1670140732,,3,60,0x0,0,100,10,0,0,0,sec

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit
2574798294,10669995,"2022-12-13 17:41:44",1,0,1670140744,177,1670140732,,3,60,0x0,0,100,10,0,0,0,sec


row_id,USERID,TIMESTAMP,_id,name,difficulty,focus,dayaweek,description,daytype,tags,rdb_id,bannerCode
45137869,10669995,"2023-04-08 01:28:01",1670140732,"The Rock 7- Day Workout",0,0,7,"Derived from material online about the Rock's 7 Day workout plan.",1,,0,

row_id,USERID,TIMESTAMP,package,_id,name,day,dayIndex,interval_mode,rest_day
223842032,10669995,"2022-12-14 05:48:02",1670140732,1,Legs,8,1,0,0

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit
2586203067,10669995,"2023-05-10 00:10:12",1,13,13,12,1,,3,60,"225x10,245x8,275x6",0,0,10,3,1683674886,0,sec

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit
2588367475,10669995,"2023-05-10 00:10:12",1,13,70,1230,1,,3,60,"225x10,245x8,275x6",0,1,10,3,1683674892,0,sec

row_id,USERID,TIMESTAMP,belongSys,superset,_id,exercise_id,belongplan,exercisename,setcount,timer,logs,bodypart,mysort,targetrep,setdone,setdonetime,interval_time,interval_unit
